1	20	5.000000	9	Train
1	33	5.000000	5	Train
1	61	5.000000	9	Train
1	160	5.000000	3	Train
1	171	5.000000	6	Train
1	202	5.000000	6	Train
1	265	5.000000	3	Train
2	13	5.000000	0	Train
2	50	5.000000	4	Train
2	251	5.000000	6	Train
2	292	5.000000	1	Train
2	297	5.000000	6	Train
3	328	5.000000	3	Train
3	331	5.000000	9	Train
4	50	5.000000	0	Train
4	260	5.000000	5	Train
4	288	5.000000	2	Train
4	294	5.000000	3	Train
4	303	5.000000	9	Train
4	354	5.000000	3	Train
4	357	5.000000	8	Train
4	361	5.000000	8	Train
5	1	5.000000	3	Train
5	17	5.000000	8	Train
6	14	5.000000	1	Train
6	23	5.000000	1	Train
6	98	5.000000	8	Train
6	463	5.000000	3	Train
6	492	5.000000	6	Train
6	517	5.000000	6	Train
7	32	5.000000	0	Train
7	163	5.000000	3	Train
7	382	5.000000	5	Train
7	455	5.000000	5	Train
7	479	5.000000	4	Train
7	492	5.000000	4	Train
7	497	5.000000	2	Train
7	648	5.000000	1	Train
7	661	5.000000	5	Train
8	22	5.000000	6	Train
8	50	5.000000	6	Train
8	79	5.000000	2	Train
8	89	5.000000	8	Train
8	182	5.000000	6	Train
8	338	5.000000	8	Train
9	6	5.000000	6	Train
9	286	5.000000	3	Train
9	298	5.000000	8	Train
9	340	5.000000	5	Train
9	479	5.000000	7	Train
9	487	5.000000	5	Train
9	507	5.000000	9	Train
9	521	5.000000	1	Train
9	691	5.000000	1	Train
10	7	5.000000	5	Train
10	16	5.000000	4	Train
10	100	5.000000	0	Train
10	285	5.000000	4	Train
10	486	5.000000	5	Train
10	488	5.000000	8	Train
10	504	5.000000	3	Train
10	611	5.000000	1	Train
11	111	5.000000	6	Train
11	425	5.000000	9	Train
11	723	5.000000	6	Train
11	740	5.000000	9	Train
12	82	5.000000	1	Train
12	96	5.000000	0	Train
12	97	5.000000	1	Train
12	132	5.000000	8	Train
12	143	5.000000	1	Train
12	172	5.000000	9	Train
12	204	5.000000	7	Train
12	300	5.000000	2	Train
12	471	5.000000	2	Train
12	735	5.000000	8	Train
13	56	5.000000	9	Train
13	98	5.000000	7	Train
13	186	5.000000	3	Train
13	215	5.000000	3	Train
13	272	5.000000	4	Train
13	360	5.000000	1	Train
14	174	5.000000	7	Train
14	213	5.000000	1	Train
14	269	5.000000	6	Train
14	474	5.000000	8	Train
14	530	5.000000	3	Train
14	709	5.000000	0	Train
15	685	5.000000	7	Train
16	8	5.000000	8	Train
16	55	5.000000	1	Train
16	64	5.000000	3	Train
16	178	5.000000	8	Train
16	194	5.000000	1	Train
16	197	5.000000	0	Train
16	209	5.000000	1	Train
16	705	5.000000	1	Train
17	1	5.000000	2	Train
17	151	5.000000	4	Train
18	26	5.000000	0	Train
18	86	5.000000	2	Train
18	113	5.000000	1	Train
18	182	5.000000	2	Train
18	408	5.000000	0	Train
18	496	5.000000	9	Train
19	4	5.000000	7	Train
19	153	5.000000	5	Train
19	258	5.000000	5	Train
19	310	5.000000	8	Train
19	435	5.000000	3	Train
20	118	5.000000	4	Train
20	678	5.000000	8	Train
21	129	5.000000	3	Train
21	164	5.000000	5	Train
21	324	5.000000	9	Train
21	447	5.000000	4	Train
21	558	5.000000	7	Train
22	79	5.000000	5	Train
22	80	5.000000	9	Train
22	128	5.000000	7	Train
22	258	5.000000	5	Train
22	510	5.000000	9	Train
22	511	5.000000	7	Train
23	170	5.000000	0	Train
23	172	5.000000	3	Train
23	258	5.000000	3	Train
23	381	5.000000	0	Train
23	385	5.000000	7	Train
23	404	5.000000	0	Train
23	463	5.000000	2	Train
24	64	5.000000	0	Train
24	153	5.000000	1	Train
24	191	5.000000	3	Train
24	372	5.000000	8	Train
24	427	5.000000	3	Train
24	662	5.000000	5	Train
24	742	5.000000	3	Train
24	763	5.000000	5	Train
25	25	5.000000	7	Train
25	181	5.000000	8	Train
25	208	5.000000	6	Train
25	222	5.000000	9	Train
25	228	5.000000	6	Train
25	257	5.000000	0	Train
25	258	5.000000	8	Train
25	357	5.000000	7	Train
25	615	5.000000	0	Train
26	15	5.000000	6	Train
26	125	5.000000	1	Train
27	121	5.000000	3	Train
27	246	5.000000	0	Train
27	298	5.000000	2	Train
27	370	5.000000	5	Train
28	7	5.000000	9	Train
28	79	5.000000	5	Train
28	98	5.000000	8	Train
