178	1578	5.0	1.43667e+09	Train
261	324	2.0	1.43402e+09	Train
560	474	3.0	1.1727e+09	Train
323	225	4.0	1.45152e+09	Train
471	4438	4.0	9.49996e+08	Train
518	1397	4.5	1.46993e+09	Train
529	431	5.0	8.82389e+08	Train
14	1446	2.5	1.34962e+09	Train
594	731	5.0	9.65231e+08	Train
563	8414	3.0	9.74714e+08	Train
286	243	4.5	1.46916e+09	Train
196	1967	4.0	9.7543e+08	Train
447	197	5.0	1.44476e+09	Train
607	787	5.0	9.39461e+08	Train
32	2655	4.0	1.03268e+09	Train
478	1623	4.0	1.40901e+09	Train
467	1557	1.5	1.2962e+09	Train
293	1435	4.5	1.11239e+09	Train
4	281	4.0	1.16337e+09	Train
653	229	4.5	1.14539e+09	Train
429	289	4.5	1.17291e+09	Train
480	2421	5.0	1.437e+09	Train
631	137	5.0	1.26387e+09	Train
425	349	3.0	1.31037e+09	Train
460	182	4.0	1.09091e+09	Train
559	3667	3.0	1.45285e+09	Train
462	388	4.0	1.04991e+09	Train
474	5359	1.0	1.44778e+09	Train
269	1860	2.5	1.46928e+09	Train
198	577	4.0	1.39894e+09	Train
69	2075	5.0	8.53954e+08	Train
370	1117	3.5	1.46275e+09	Train
623	1641	3.0	1.32838e+09	Train
129	354	2.5	1.139e+09	Train
574	8455	4.0	1.01806e+09	Train
16	1115	4.0	1.12747e+09	Train
387	4795	3.0	9.73839e+08	Train
372	950	2.0	9.39037e+08	Train
543	1140	4.5	1.43579e+09	Train
100	202	4.5	1.2924e+09	Train
160	88	3.0	8.37629e+08	Train
652	3641	4.0	9.48161e+08	Train
546	8094	4.0	1.26855e+09	Train
623	6745	2.0	1.47025e+09	Train
526	63	3.5	1.28123e+09	Train
262	359	3.0	1.11784e+09	Train
607	97	4.0	9.39362e+08	Train
611	59	4.0	1.45564e+09	Train
145	149	3.0	1.25607e+09	Train
624	1815	4.0	1.45285e+09	Train
20	782	3.0	8.53851e+08	Train
102	89	3.0	1.1174e+09	Train
60	580	2.0	1.21649e+09	Train
623	2363	3.0	1.04465e+09	Train
579	3188	3.5	1.21814e+09	Train
47	1793	2.5	1.41256e+09	Train
101	2719	4.0	9.57894e+08	Train
451	4199	4.0	9.76422e+08	Train
532	597	3.0	9.65314e+08	Train
573	5148	4.0	1.23291e+09	Train
579	149	2.5	1.16716e+09	Train
383	4930	2.5	1.15376e+09	Train
605	1040	3.5	1.38043e+09	Train
581	59	4.0	1.12217e+09	Train
579	148	2.0	1.24542e+09	Train
159	504	4.0	9.74256e+08	Train
22	935	4.0	1.14873e+09	Train
383	1250	1.5	1.15395e+09	Train
132	4723	4.0	1.41615e+09	Train
385	281	3.0	1.04711e+09	Train
615	2066	3.0	8.60573e+08	Train
543	384	5.0	1.4425e+09	Train
11	617	5.0	9.68045e+08	Train
499	2702	3.0	1.22892e+09	Train
62	185	5.0	1.07632e+09	Train
198	1784	4.0	1.39935e+09	Train
604	653	3.0	9.80175e+08	Train
119	844	3.0	1.12535e+09	Train
370	1559	2.5	1.46274e+09	Train
546	6859	4.0	1.05994e+09	Train
213	5458	2.0	9.79953e+08	Train
32	2506	4.0	1.03268e+09	Train
219	727	3.0	9.70509e+08	Train
379	1610	2.5	1.32519e+09	Train
407	790	5.0	9.33034e+08	Train
32	669	1.0	1.03354e+09	Train
255	102	3.0	8.51862e+08	Train
219	36	2.0	9.70502e+08	Train
456	1623	1.5	1.47139e+09	Train
194	2508	4.0	9.75417e+08	Train
623	406	3.0	1.01913e+09	Train
467	2377	2.5	1.2962e+09	Train
467	470	3.5	1.2962e+09	Train
508	148	2.0	9.40016e+08	Train
623	4371	4.0	1.01913e+09	Train
3	208	4.0	9.49811e+08	Train
581	480	4.0	1.12217e+09	Train
82	127	4.0	1.15621e+09	Train
406	1057	4.0	9.72162e+08	Train
192	187	5.0	9.71217e+08	Train
493	489	3.0	1.34275e+09	Train
597	1007	4.5	1.05755e+09	Train
452	605	3.0	9.94622e+08	Train
517	178	3.0	9.45364e+08	Train
97	3960	1.5	1.45941e+09	Train
554	36	3.0	8.5738e+08	Train
638	2236	2.0	8.32764e+08	Train
517	2952	3.0	9.45365e+08	Train
381	111	2.0	1.37183e+09	Train
563	656	3.0	9.74838e+08	Train
38	655	5.0	8.32525e+08	Train
133	181	5.0	1.36124e+09	Train
532	443	3.0	9.65315e+08	Train
164	1302	2.5	1.11148e+09	Train
246	890	4.0	9.53272e+08	Train
298	6268	4.0	1.34418e+09	Train
14	148	3.0	1.09303e+09	Train
55	1680	4.0	1.467e+09	Train
241	536	4.0	9.56688e+08	Train
25	2482	4.0	1.35154e+09	Train
459	417	4.5	1.07284e+09	Train
25	2373	4.5	1.35154e+09	Train
587	148	3.0	8.42298e+08	Train
65	762	4.0	9.74599e+08	Train
294	2265	2.0	1.11255e+09	Train
524	444	5.0	1.02493e+09	Train
666	54	3.0	8.47271e+08	Train
186	1384	4.5	1.23716e+09	Train
354	1035	3.5	1.1301e+09	Train
546	1695	4.0	1.32801e+09	Train
238	428	5.0	9.91859e+08	Train
14	1518	1.5	1.34794e+09	Train
352	947	0.5	1.11149e+09	Train
504	1507	1.0	1.34041e+09	Train
471	5782	3.5	1.17253e+09	Train
591	469	4.0	9.9542e+08	Train
198	143	5.0	1.24024e+09	Train
485	7605	5.0	1.46412e+09	Train
351	564	4.0	1.42052e+09	Train
357	4610	1.0	9.57795e+08	Train
344	441	2.5	1.10686e+09	Train
422	3138	3.5	1.35369e+09	Train
18	91	4.0	8.55192e+08	Train
87	1533	1.5	1.25696e+09	Train
499	1941	3.0	1.22896e+09	Train
18	80	3.0	8.55193e+08	Train
471	7493	5.0	9.74245e+08	Train
427	559	4.5	1.30413e+09	Train
85	76	3.0	8.48159e+08	Train
305	45	3.0	9.48837e+08	Train
479	4274	3.0	1.33928e+09	Train
100	137	5.0	1.2924e+09	Train
212	3864	2.0	1.46264e+09	Train
14	1174	3.0	1.41612e+09	Train
648	45	3.0	8.34425e+08	Train
